iter	MultiClass
112	0.4036426719
113	0.4026467797
114	0.401733603
115	0.4009012091
116	0.4003873289
117	0.3991444249
118	0.3986786348
119	0.3980477224
120	0.3970657079
121	0.396263095
122	0.395395606
123	0.3945656112
124	0.393667063
125	0.3928767085
126	0.392151207
127	0.3906706528
128	0.3895465186
129	0.3887313442
130	0.3881399292
131	0.3873476989
132	0.3867349078
133	0.3858567007
134	0.3843294784
135	0.3834700687
136	0.3823636038
137	0.3814689229
138	0.3809249091
139	0.3799520471
140	0.3790959418
141	0.3783188942
142	0.3773277518
143	0.3767919255
144	0.3764167309
145	0.3760307697
146	0.3750876034
147	0.3742792861
148	0.3734674407
149	0.3724552406
150	0.3713743385
151	0.3709912406
152	0.3703850852
153	0.3699342172
154	0.3691162874
155	0.3684378641
156	0.3679023509
157	0.3672948863
158	0.366633458
159	0.3660000821
160	0.3653764127
161	0.3645716767
162	0.3638545153
163	0.3630522563
164	0.3623968113
165	0.3617360738
166	0.3612824293
167	0.3607423483
168	0.3604110447
169	0.3597978333
170	0.3591572435
171	0.3586238263
172	0.3581469689
173	0.3574115434
174	0.3563248466
175	0.3555031643
176	0.3549118237
177	0.3539904654
178	0.3536100858
179	0.3528737674
180	0.3521683114
181	0.3514481161
182	0.350970369
183	0.3502825204
184	0.3496372066
185	0.3488491839
186	0.3481962364
187	0.3471739534
188	0.3463893049
189	0.3453279276
190	0.3448044837
191	0.3444298253
192	0.3440559383
193	0.3434125249
194	0.3424665367
195	0.3420081141
196	0.3417082806
197	0.3406917962
198	0.340100088
199	0.3395396421
200	0.3391296082
201	0.3386488741
202	0.3381409801
203	0.3378262753
204	0.3366812036
205	0.3357376432
206	0.3352070097
207	0.3345922333
208	0.3342216055
209	0.3332935417
210	0.3324311867
211	0.3314137667
212	0.3308361337
213	0.3302532656
214	0.3299682114
215	0.3292628184
216	0.3287587182
217	0.3281828467
218	0.3276615644
219	0.3267075163
220	0.3264293486
221	0.3258149553
222	0.3250498082
223	0.3245650671
224	0.3240139926
225	0.3237519599
226	0.3228169632
227	0.3224205318
228	0.3220389607
229	0.3210085066
230	0.3203774959
231	0.3197709902
232	0.3194914395
233	0.318584634
234	0.3181236986
235	0.3171339141
236	0.3165403962
237	0.3159240293
238	0.3151270666
239	0.3146331614
240	0.3142760671
241	0.3139882871
242	0.3135520081
243	0.3131172088
244	0.3124154705
245	0.3119654142
246	0.3110226645
247	0.3105919589
248	0.3101918877
249	0.3095512444
250	0.3089599656
251	0.3081179441
252	0.3076737877
253	0.3070973464
254	0.306722136
255	0.3064448202
256	0.3060302586
257	0.3055537196
258	0.3050386386
259	0.3043395135
260	0.3041324674
261	0.3035980155
262	0.3033530715
263	0.3026983317
264	0.3023935233
265	0.3021759802
266	0.301576367
267	0.301219541
268	0.3006103325
269	0.2999252129
270	0.2994108374
271	0.2991931051
272	0.2985230038
273	0.2981327005
274	0.2978045465
275	0.2975260182
276	0.2973543423
277	0.2968728869
278	0.2966207727
279	0.2956207188
280	0.2954195882
281	0.2951547273
282	0.2948921862
283	0.2945467562
284	0.2941142583
285	0.2937145053
286	0.2935200715
287	0.2930557132
288	0.2928498999
289	0.2923778955
290	0.2921126873
291	0.2916440256
292	0.2913483572
293	0.2906459157
294	0.2896928179
295	0.2890263811
296	0.2888425055
297	0.2882214809
298	0.2876459525
299	0.2867470896
300	0.2861348677
301	0.2857975141
302	0.2852302539
303	0.2848700294
304	0.2843852968
305	0.2841925603
306	0.2840133774
307	0.2833328664
308	0.2825576782
309	0.2822463241
310	0.2820060557
311	0.2814853621
312	0.2806712428
313	0.280152872
314	0.2795219135
315	0.2790331975
316	0.2786535515
317	0.2780305878
318	0.2773352533
319	0.27698383
320	0.2765713814
321	0.2758478659
322	0.2752611962
323	0.2749055024
324	0.2747004164
325	0.2740832594
326	0.2738467971
327	0.2730741143
328	0.2728318504
329	0.2724155847
330	0.271951277
331	0.2711466068
332	0.2706584992
333	0.2705123735
334	0.2700533956
335	0.2699234719
336	0.2697391542
337	0.2693789863
338	0.2690731766
339	0.2686082474
340	0.2681445549
341	0.2678082671
342	0.2674664511
343	0.2670379718
344	0.2665817661
345	0.266087734
346	0.2655176348
347	0.2649665248
348	0.264267074
349	0.2639000242
350	0.2636880606
351	0.2630858939
352	0.2625886457
353	0.2620619679
354	0.2617644303
355	0.2611313817
356	0.2606522068
357	0.2600211526
358	0.2597378692
359	0.2588828917
360	0.2582096438
361	0.2577502947
362	0.2572685622
363	0.2569826483
364	0.2567449038
365	0.2565056024
366	0.2563217626
367	0.2560837187
368	0.2558026465
369	0.2555243656
370	0.2551850148
371	0.2545635081
372	0.2540911337
373	0.2533474834
374	0.2528966849
375	0.2524120955
376	0.2521883903
377	0.2516160233
378	0.2514574371
379	0.2513474284
380	0.2507946314
381	0.2503175184
382	0.2500363901
383	0.2494668684
384	0.249117787
385	0.2487888979
386	0.2484765327
387	0.2480078499
388	0.2477151162
389	0.2471948983
390	0.2465057562
391	0.2460917433
392	0.2455028945
393	0.2451032765
394	0.2449284173
395	0.2446477822
396	0.2443831244
397	0.2441411035
398	0.2437388102
399	0.2434963085
400	0.2428176008
401	0.242390139
402	0.2422666975
403	0.2418551214
404	0.2417311542
405	0.2413643796
406	0.2409906133
407	0.24056361
408	0.2402170167
409	0.2400500317
410	0.239899077
411	0.2396967917
412	0.2393821866
413	0.2391078003
414	0.2388600638
415	0.2386422036
416	0.2383244213
417	0.2379289471
418	0.237469971
419	0.2373638181
420	0.2369496074
421	0.2366440632
422	0.2365228495
423	0.2362194506
424	0.2359797578
425	0.2357173761
426	0.2352588108
427	0.234999084
428	0.2347091617
429	0.2342158303
430	0.2335284113
431	0.2331258394
432	0.2329071422
433	0.2324178656
434	0.2318948503
435	0.2316102549
436	0.2313846537
437	0.2310929645
438	0.2306266123
439	0.2303725521
440	0.2301559789
441	0.2299230139
442	0.2296403185
443	0.2293335364
444	0.2290604781
445	0.2287480184
446	0.2285388493
447	0.2284040019
448	0.2279553715
449	0.2277650873
450	0.2274863293
451	0.2272916626
452	0.2268943512
453	0.2266135219
454	0.2263709576
455	0.2258795078
456	0.2255844192
457	0.2249821028
458	0.224696352
459	0.223913799
460	0.2233756992
461	0.2230597069
462	0.2226399112
463	0.2219697854
464	0.2213797484
465	0.2210190756
466	0.2206865744
467	0.2204011615
468	0.220213717
469	0.2200498192
470	0.2195891197
471	0.2191048519
472	0.218684201
473	0.2186022738
474	0.2184142662
475	0.2181284859
476	0.218002962
477	0.2178082157
478	0.2176283211
479	0.217411907
480	0.2172650507
481	0.2170744731
482	0.2168099464
483	0.2166377239
484	0.2162050363
485	0.2160059905
486	0.2156505234
487	0.2150651203
488	0.2146779206
489	0.2145902367
490	0.2140609071
491	0.2138704911
492	0.2133664833
493	0.2131895354
494	0.2130196104
495	0.2128192178
496	0.2125924801
497	0.2121703583
498	0.2119221657
499	0.211790944
500	0.2115130582
501	0.2111575501
502	0.2108627671
503	0.2104525609
504	0.2102403102
505	0.2100955908
506	0.2096825736
507	0.2093621875
508	0.2090571126
509	0.20865269
510	0.2084782932
511	0.2080207535
512	0.2076758691
513	0.2072672627
514	0.2069955531
515	0.2066450335
516	0.2064302268
517	0.2060417299
518	0.2056541525
519	0.2054848756
520	0.205262946
521	0.2049316548
522	0.2045018327
523	0.2044121668
524	0.2041562085
525	0.2039828867
526	0.2036395504
527	0.2035046666
528	0.203273332
529	0.2031743949
530	0.2027359999
531	0.2023002718
532	0.20198641
533	0.2017892386
534	0.2015519921
535	0.2014536169
536	0.2008283027
537	0.2006473462
538	0.2004724183
539	0.2001892275
540	0.2000491854
541	0.1996818345
542	0.1994381306
543	0.1993398512
544	0.1991212288
545	0.1989658155
546	0.19877929
547	0.1986087811
548	0.1984055278
549	0.19818871
550	0.1979091398
551	0.1975670944
552	0.1972870369
553	0.1969329654
554	0.1967478934
555	0.1965988522
556	0.1964493404
557	0.1963420827
558	0.1960865196
559	0.1955834919
560	0.1951900816
561	0.1950142867
562	0.1947233672
563	0.1944685845
564	0.1941981826
565	0.1941075735
566	0.1939483719
567	0.1937051765
568	0.1936176689
569	0.1932412391
570	0.1928456064
571	0.1926126986
572	0.1923008794
573	0.1922034015
574	0.1919705457
575	0.1916510589
576	0.1914740416
577	0.1913030845
578	0.1911285538
579	0.1909190117
580	0.1907115935
581	0.1906170321
582	0.1903961172
583	0.190186776
584	0.1899537088
585	0.1897276193
586	0.1895348842
587	0.1892276907
588	0.1890253427
589	0.1886259675
590	0.1884804945
591	0.1882540207
592	0.1880986334
593	0.1879756237
594	0.1878696733
595	0.1875001898
596	0.1869683777
597	0.1866649232
598	0.1865567623
599	0.18644392
600	0.1861117786
601	0.1859034075
602	0.1856726981
603	0.1854981728
604	0.1853472547
605	0.1851169451
606	0.1849684768
607	0.1846731692
608	0.1844428647
609	0.1842417328
610	0.1841117752
611	0.1837856479
612	0.1836106061
613	0.1834291145
614	0.1832620686
615	0.182942014
616	0.1825691909
617	0.182409013
618	0.1820862352
619	0.1817300418
620	0.181491873
621	0.1813446965
622	0.1809820369
623	0.1808875323
624	0.1807830155
625	0.1805756664
626	0.1803505198
627	0.1800070443
628	0.1798683508
629	0.1794745525
630	0.1793474599
631	0.1791247986
632	0.1789310582
633	0.1787893465
634	0.1786605985
635	0.1783743428
636	0.1781676989
637	0.177734367
638	0.1776079131
639	0.1775256268
640	0.1772289857
641	0.1768414073
642	0.1766892805
643	0.1764450854
644	0.1763272427
645	0.1761723836
646	0.1759738278
647	0.1758257701
648	0.1755950693
649	0.175415973
650	0.1752563796
651	0.1750541919
652	0.1749054257
653	0.1748145492
654	0.1746979602
655	0.1744888906
656	0.1743025001
657	0.1742049325
658	0.1739495588
659	0.1738283534
660	0.1735896754
661	0.1733532137
662	0.1731429658
663	0.1729780569
664	0.1726569912
665	0.1724589369
666	0.1722916646
667	0.1719692106
668	0.1717673721
669	0.1716329958
670	0.1714456598
671	0.1710799344
672	0.1709360841
673	0.1707761532
674	0.1707350291
675	0.1704643916
676	0.170263607
677	0.1701395701
678	0.1698549448
679	0.1696821362
680	0.169448178
681	0.1691589579
682	0.1690668381
683	0.1687108854
684	0.1684710044
685	0.1682992206
686	0.1681949726
687	0.1679699827
688	0.1677832535
689	0.1676189411
690	0.1672930326
691	0.1672173651
692	0.167027905
693	0.1668181934
694	0.1664709911
695	0.1662641076
696	0.1658876747
697	0.1657600122
698	0.165433584
699	0.1653367993
700	0.1652042351
701	0.1649917498
702	0.1648272852
703	0.1646815178
704	0.1644008015
705	0.1642670173
706	0.1640149158
707	0.1638040045
708	0.1637343803
709	0.1636497763
710	0.1634814885
711	0.1633271925
712	0.163147232
713	0.163003955
714	0.1628526852
715	0.1626180318
716	0.1625315642
717	0.1623234804
718	0.162126587
719	0.1619402195
720	0.1618036452
721	0.1615949672
722	0.1614773597
723	0.1614037207
724	0.1612901893
725	0.1612032162
726	0.1611197371
727	0.1609739936
728	0.1608191981
729	0.1605728829
730	0.1604905368
731	0.1603390245
732	0.1601828726
733	0.1599410822
734	0.1597545762
735	0.159604356
736	0.1594091745
737	0.1593536056
738	0.1592011074
739	0.1591552956
740	0.1589247253
741	0.1586571596
742	0.1583386554
743	0.1580706238
744	0.1579848013
745	0.1578938339
746	0.1577624582
747	0.1576370987
748	0.157370332
749	0.1572583907
750	0.1571991561
751	0.1571223581
752	0.1569913385
753	0.1567554878
754	0.1564929519
755	0.1562399383
756	0.1561456906
757	0.1560492151
758	0.1559722819
759	0.1559132155
760	0.1556772898
761	0.1555741685
762	0.1554652996
763	0.1553318144
764	0.155243906
765	0.1550769605
766	0.1548932682
767	0.1546323099
768	0.1544093074
769	0.1543141674
770	0.1541963839
771	0.1540885349
772	0.1539181941
773	0.153737037
774	0.1535828384
775	0.1534628681
776	0.1532807484
777	0.1531888134
778	0.153089047
779	0.1530384644
780	0.1528261276
781	0.1526026005
782	0.1524684166
783	0.1522864471
784	0.1520869648
785	0.1519829709
786	0.1518899915
787	0.1517100319
788	0.1515155343
789	0.1514104019
790	0.1512172079
791	0.1509670998
792	0.1506851628
793	0.1504424457
794	0.1503468239
795	0.1501246998
796	0.1498212339
797	0.1496703865
798	0.1494714579
799	0.1493703949
800	0.1492391267
801	0.1490489396
802	0.1488327673
803	0.1486998259
804	0.1485664504
805	0.1483949677
806	0.1482116124
807	0.1480633828
808	0.1478906042
809	0.1477265765
810	0.1475734253
811	0.1474374257
812	0.1473129736
813	0.1471489909
814	0.1469757604
815	0.1468604269
816	0.1467256943
817	0.1465425441
818	0.146453082
819	0.1463618887
820	0.1462967813
821	0.1460528383
822	0.1459139163
823	0.1457146535
824	0.1456787957
825	0.1455752636
826	0.145385302
827	0.1452160549
828	0.1451389908
829	0.1450037362
830	0.1449026951
831	0.1447555747
832	0.1445358342
833	0.1444089318
834	0.1442171513
835	0.1441803077
836	0.1440992907
837	0.1440109322
838	0.1438216555
839	0.143696316
840	0.143607584
841	0.143460718
842	0.143386824
843	0.1431590707
844	0.1429513757
845	0.1428338934
846	0.1426757352
847	0.1425647716
848	0.1424879907
849	0.142407177
850	0.142205898
851	0.1420300041
852	0.1419833278
853	0.1417774433
854	0.1416593815
855	0.1415049095
856	0.1413936443
857	0.1413357991
858	0.14119779
859	0.141105209
860	0.1409097009
861	0.1407714389
862	0.1407053503
863	0.1406022738
864	0.1405055602
865	0.1402952821
866	0.1401151743
867	0.1400074364
868	0.1398463188
869	0.1397750213
870	0.1396840016
871	0.139629557
872	0.1394885747
873	0.1393542192
874	0.1392295958
875	0.1390858795
876	0.1389805406
877	0.1388160474
878	0.1387491168
879	0.1385455774
880	0.1383861968
881	0.1382580084
882	0.1381080589
883	0.1380208413
884	0.1378461581
885	0.137728815
886	0.1376272559
887	0.137510009
888	0.1373645671
889	0.1372476324
890	0.1371129615
891	0.1368744761
892	0.1367430988
893	0.1366447169
894	0.1365545358
895	0.1364157069
896	0.1362634034
897	0.1360922164
898	0.135905734
899	0.135655375
900	0.1354649458
901	0.1352401461
902	0.1351521856
903	0.1348702354
904	0.1347817777
905	0.1347138048
906	0.1346209297
907	0.1344226256
908	0.1343479207
909	0.1341663815
910	0.1340958937
911	0.1339349569
912	0.1337364776
913	0.1336617245
914	0.1335611079
915	0.1334037537
916	0.1332450847
917	0.1331157939
918	0.1330573138
919	0.1328968751
920	0.1327384508
921	0.1325849956
922	0.132507119
923	0.132388929
924	0.1322624194
925	0.1320900407
926	0.1320259288
927	0.1318452241
928	0.1317180489
929	0.1314911809
930	0.1312952349
931	0.1312030991
932	0.1310990697
933	0.1309906983
934	0.1308813587
935	0.1308079735
936	0.1306930362
937	0.1306366276
938	0.1304892629
939	0.1303373553
940	0.1302759326
941	0.1301539574
942	0.1299935531
943	0.1298078513
944	0.1297715148
945	0.1296453192
946	0.1295747399
947	0.1294843453
948	0.1294171334
949	0.1293563023
950	0.129262081
951	0.1291078221
952	0.1289683104
953	0.1289080608
954	0.1288221965
955	0.1286901418
956	0.1286142752
957	0.1284363452
958	0.1283518026
959	0.1281360068
960	0.1280595015
961	0.1280028908
962	0.1279233292
963	0.1278683671
964	0.1277585897
965	0.1275922068
966	0.1274824682
967	0.1273788557
968	0.1272735653
969	0.1271865082
970	0.1270619012
971	0.1269673834
972	0.1268546607
973	0.1266892596
974	0.1265237011
975	0.1263709997
976	0.1262448185
977	0.1261787675
978	0.1260019963
979	0.1258519169
980	0.1256602431
981	0.1254987624
982	0.1253722345
983	0.1252773293
984	0.1252072898
985	0.1250488545
986	0.1249405246
987	0.1248167183
988	0.1247249425
989	0.1246521247
990	0.1244669501
991	0.1243061186
992	0.1241891429
993	0.1240578421
994	0.1238899607
995	0.123771595
996	0.1236815915
997	0.1235688878
998	0.1235041213
999	0.1233721696
1000	0.1233171255
1001	0.1231140434
1002	0.1230115032
1003	0.1228408052
1004	0.1227027761
1005	0.122532225
1006	0.1224611883
1007	0.1223721042
1008	0.1222340437
1009	0.1221021783
1010	0.1219746937
1011	0.12193245
1012	0.1218727866
1013	0.1216945478
1014	0.1215978828
1015	0.121560005
1016	0.1214572571
1017	0.1213780027
1018	0.1212916023
1019	0.1212304029
1020	0.1211776695
1021	0.1210064923
1022	0.1207494729
1023	0.1206375628
1024	0.1204396696
1025	0.1203578507
1026	0.1201970326
1027	0.1200313055
1028	0.1198278308
1029	0.1197536679
1030	0.1196794754
1031	0.119574005
1032	0.1195181625
1033	0.1194441254
1034	0.119253911
1035	0.1190603489
1036	0.1189436663
1037	0.1188202961
1038	0.1186364453
1039	0.1185317565
1040	0.1184138302
1041	0.1183321073
1042	0.1182796453
1043	0.1181860902
1044	0.1181094571
1045	0.1180708204
1046	0.1180063471
1047	0.1179265458
1048	0.1176947506
1049	0.1175520526
1050	0.1174424337
1051	0.1173884685
1052	0.1173241043
1053	0.1171977789
1054	0.1171551545
1055	0.1169879672
1056	0.1169090642
1057	0.1168346388
1058	0.1167620147
1059	0.1166820521
1060	0.1166131415
1061	0.1164584508
1062	0.1163879381
1063	0.1163310022
1064	0.1162284467
1065	0.1161006339
1066	0.1160352624
1067	0.1158670132
1068	0.1156527174
1069	0.1155901776
1070	0.1154648323
1071	0.115352985
1072	0.1152788197
1073	0.1152181528
1074	0.1151243425
1075	0.115059327
1076	0.1149770184
1077	0.1148281562
1078	0.1147449251
1079	0.1146903334
1080	0.1146087118
1081	0.1144306663
1082	0.1142694851
1083	0.1142285983
1084	0.1141424136
1085	0.1141130224
1086	0.113970441
1087	0.113849621
1088	0.1137677795
1089	0.1137244623
1090	0.1136028563
1091	0.1135020013
1092	0.1134494038
1093	0.1133600875
1094	0.1132569938
1095	0.1131487625
1096	0.113067683
1097	0.1129771667
1098	0.1128931478
1099	0.1127890162
1100	0.1125625162
1101	0.1124340592
1102	0.1123145971
1103	0.1122296595
1104	0.1121755217
1105	0.1121252073
1106	0.1120272193
1107	0.1119649728
1108	0.1118981563
1109	0.1117241992
1110	0.1116444682
1111	0.1115090818
1112	0.111457257
1113	0.111342418
1114	0.1112566747
1115	0.1111695202
1116	0.1110813481
1117	0.1110125764
1118	0.1109189505
1119	0.1108155294
1120	0.1106946198
1121	0.1106120451
1122	0.1104464225
1123	0.1103704675
1124	0.1102573675
1125	0.1101760735
1126	0.1100178464
1127	0.1098525172
1128	0.109765067
1129	0.1096609888
1130	0.1095102319
1131	0.1094423417
1132	0.1093739147
1133	0.1093233935
1134	0.1092270999
1135	0.1091745289
1136	0.1090642147
1137	0.1089902661
1138	0.1089243092
1139	0.1088600709
1140	0.1088174553
1141	0.108704153
1142	0.1086647013
1143	0.1085368909
1144	0.1084588237
1145	0.1083221582
1146	0.108288382
1147	0.1082043549
1148	0.1081552494
1149	0.108101502
1150	0.1080076184
1151	0.1078517863
1152	0.1077734598
1153	0.1077490127
1154	0.107615674
1155	0.1075614231
1156	0.1074873765
1157	0.1073598415
1158	0.1073225663
1159	0.107262362
1160	0.1071741074
1161	0.1070880193
1162	0.1070374503
1163	0.1069721988
1164	0.1069188014
1165	0.1068571212
1166	0.1067779312
1167	0.1066683584
1168	0.1065690223
1169	0.1065350009
1170	0.1064903602
1171	0.1064328548
1172	0.1063864355
1173	0.106265446
1174	0.1061710208
1175	0.1060918162
1176	0.1060177416
1177	0.1059642395
1178	0.1058612134
1179	0.1057934332
1180	0.1057578425
1181	0.1056860683
1182	0.1055774543
1183	0.1055193793
1184	0.1053655191
1185	0.1052738889
1186	0.1051331204
1187	0.1050509816
1188	0.1048448828
1189	0.1047971622
1190	0.104687712
1191	0.1045940743
1192	0.1045239175
1193	0.1043964755
1194	0.1043006914
1195	0.104195594
1196	0.1040857351
1197	0.1040164465
1198	0.1039430139
1199	0.1038776124
1200	0.1037948644
1201	0.1036994986
1202	0.1035926762
1203	0.1035550534
1204	0.1034907386
1205	0.1034195425
1206	0.1033385902
1207	0.1032520163
1208	0.1031053608
1209	0.1030109452
1210	0.1028873681
1211	0.102819794
1212	0.1027392121
1213	0.1026801294
1214	0.1026221906
1215	0.102464662
1216	0.1024002108
1217	0.1023350404
1218	0.1022914189
1219	0.1021493064
1220	0.1020722678
1221	0.10193863
1222	0.1018706108
1223	0.1017821744
1224	0.1016956578
1225	0.1015504295
1226	0.1014280658
1227	0.101347546
1228	0.1012644896
1229	0.1012162321
1230	0.101140129
1231	0.1011119999
1232	0.1010056779
1233	0.1009498151
1234	0.100896083
1235	0.1008559572
1236	0.1007693752
1237	0.1007343041
1238	0.1006718347
1239	0.1005958085
1240	0.1005314735
1241	0.1004457686
1242	0.1003422911
1243	0.1002260315
1244	0.1000703497
1245	0.09997783038
1246	0.09994280225
1247	0.0998621147
1248	0.0997856397
1249	0.09973963075
1250	0.09970252018
1251	0.09967923973
1252	0.09962460552
1253	0.09952252061
1254	0.09943624045
1255	0.09928791164
1256	0.09911259757
1257	0.09908765781
1258	0.09902319561
1259	0.09892516544
1260	0.09884970764
1261	0.09881016964
1262	0.0987372438
1263	0.09861349991
1264	0.09854298597
1265	0.09849094584
1266	0.09838834314
1267	0.09833987636
1268	0.09826161613
1269	0.09816708037
1270	0.09809818008
1271	0.09805059872
1272	0.09791063591
1273	0.09783892162
1274	0.09773462119
1275	0.09762882439
1276	0.09751102185
1277	0.09742705016
1278	0.09730749767
1279	0.09719541988
1280	0.09709649515
1281	0.09698419791
1282	0.09690182946
1283	0.09677464137
1284	0.09670459269
1285	0.0966554922
1286	0.09660850091
1287	0.09655650969
1288	0.09635331761
1289	0.09628870936
1290	0.096225879
1291	0.09620306673
1292	0.09610986807
1293	0.09599397579
1294	0.09589293755
1295	0.09582217721
1296	0.09568036674
1297	0.09559687812
1298	0.09554904292
1299	0.09550265692
1300	0.09546605586
1301	0.09536661692
1302	0.09524692625
1303	0.0951411884
1304	0.09499373966
1305	0.09495838889
1306	0.09491329103
1307	0.09477275308
1308	0.09470576503
1309	0.09465622786
1310	0.0946002892
1311	0.0945377783
1312	0.0945095561
1313	0.09443483288
1314	0.09438557847
1315	0.09430281603
1316	0.09423181313
1317	0.0941487808
1318	0.0940322359
1319	0.09397763199
1320	0.09394018805
1321	0.09390259439
1322	0.09381440214
1323	0.09374223895
1324	0.0936962582
1325	0.09367403134
1326	0.09361754187
1327	0.09356461444
1328	0.09348722732
1329	0.09343316435
1330	0.09334128886
1331	0.09327628279
1332	0.09323467455
1333	0.09320238862
1334	0.09312211829
1335	0.09305425186
1336	0.09294412676
1337	0.09290083192
1338	0.09280759641
1339	0.0927384817
1340	0.09266467194
1341	0.09261836639
1342	0.09250250891
1343	0.0924446066
1344	0.09237712209
1345	0.09226800435
1346	0.0921804712
1347	0.09212836722
1348	0.09206474342
1349	0.09200752286
1350	0.09193211979
1351	0.09190567538
1352	0.09184699117
1353	0.09175843364
1354	0.09169908484
1355	0.09164386353
1356	0.09157526544
1357	0.09154563374
1358	0.09151026323
1359	0.09147972122
1360	0.09142623424
1361	0.09136588996
1362	0.09126252945
1363	0.09119069739
1364	0.09110608024
1365	0.09103218858
1366	0.09095140405
1367	0.09092728595
1368	0.09088840679
1369	0.0908286568
1370	0.09075661079
1371	0.09067755589
1372	0.09063876143
1373	0.09057743347
1374	0.09053124628
1375	0.09044854752
1376	0.0903818249
1377	0.09033159565
1378	0.09029040296
1379	0.09022482154
1380	0.09018752264
1381	0.09013606129
1382	0.09005471409
1383	0.090021208
1384	0.08998227915
1385	0.08992850304
1386	0.089832973
1387	0.08976455707
1388	0.08971579566
1389	0.08962059304
1390	0.08957626283
1391	0.08951093691
1392	0.08946314784
1393	0.08938086327
1394	0.08935608483
1395	0.08928618133
1396	0.08924616652
1397	0.08920053386
1398	0.08914850455
1399	0.08905690422
1400	0.08899608939
1401	0.08894661349
1402	0.08890539787
1403	0.08883442099
1404	0.08878349617
1405	0.0887138652
1406	0.08866121246
1407	0.08858627573
1408	0.08849120511
1409	0.08838553902
1410	0.08828375325
1411	0.08823858135
1412	0.08814320714
1413	0.08806954069
1414	0.08801779219
1415	0.08799867108
1416	0.08790359991
1417	0.08788478209
1418	0.08782041674
1419	0.0877726718
1420	0.0876564501
1421	0.08760323325
1422	0.08747118184
1423	0.08745780428
1424	0.08737549984
1425	0.08720898034
1426	0.08716959371
1427	0.08707582005
1428	0.08701861256
1429	0.08698713889
1430	0.08696889203
1431	0.08685792456
1432	0.08676377532
1433	0.08673146002
1434	0.0867120192
1435	0.08663754989
1436	0.08657487811
1437	0.08648870438
1438	0.08645434696
1439	0.08639565185
1440	0.08637014059
1441	0.08629017606
1442	0.08617164899
1443	0.08608421591
1444	0.0860519721
1445	0.08596542148
1446	0.08588233857
1447	0.08583796223
1448	0.08577030608
1449	0.08572705967
1450	0.08569842803
1451	0.08564550014
1452	0.08558550794
1453	0.08554537088
1454	0.0855093717
1455	0.08546668185
1456	0.0854284244
1457	0.08538312157
1458	0.08533359483
1459	0.08527192506
1460	0.08521186433
1461	0.08518958912
1462	0.08514667869
1463	0.08510537668
1464	0.08501958768
1465	0.08497666734
1466	0.08491497954
1467	0.08485475091
1468	0.08478766111
1469	0.08475671367
1470	0.08471856917
1471	0.0846797128
1472	0.08462266341
1473	0.08457709997
1474	0.08453831096
1475	0.08444237262
1476	0.08441834585
1477	0.08433649492
1478	0.08429487517
1479	0.08422219485
1480	0.0841739545
1481	0.08406363012
1482	0.08401531647
1483	0.08396775113
1484	0.08388946546
1485	0.08386162707
1486	0.08377030738
1487	0.08374063442
1488	0.0836751668
1489	0.0836150287
1490	0.08354165099
1491	0.08346383171
1492	0.08343194211
1493	0.08339018241
1494	0.08331014961
1495	0.08325927581
1496	0.08321419399
1497	0.08314396746
1498	0.08308214981
1499	0.08303565911
